name,search_term_01,search_term_02,search_term_03,search_term_04,search_term_05,search_term_06,search_term_07,search_term_08,search_term_09,search_term_10,search_term_11,search_term_12,No. of terms,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10,Name11,Name12,Name,per,round
Bullet01,pet,disinfectent,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable hanging length,providence,mini,light,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Brand/Model Compatibility,wood,wax,brush,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,(null)tural,gas,quick,connection,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),promo,e/o,36x80,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Rug Size,lime,green,polypropylene,rug,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Application type,4in,x,6,in,metal,pipe,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,copper,electric,kettle,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,leviton,6-gang,decora/gfci,device,decora,"wallplate,",(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,dl,flashing,white,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),steel,patio,railings,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,New,Castel,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Lightbulb Length,12w,uv,bulb,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,33.33333333,34
Bullet01,48'x34',shower,pan,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,deep,well,nut,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),40inch,round,patio,tables,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,what,sizes,in,louvered,closet,doors,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bar Type,suction,disability,bar,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,33.33333333,34
Air Freshener Form,rainbow,air,freshener,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,66.66666667,67
Assembled Depth (in.),liberty,pull,antique,silver,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),ge,dryer,knob,we1m856,(null),(null),(null),(null),(null),(null),(null),(null),4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Bullet01,35,frameless,hinged,shower,door,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Blade thickness (in.),ridgid,josie,tile,saw,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,stainless,tee,nuts,2-Jan,in,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Allowable Ampacities,18,gauge,wires,copper,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,phone,ringer,bell,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Blade Length (In.),snow,blowerr,scraper,blade,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Appliance Type,airator,dishwasher,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Depth (ft.),round,carport,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Tile Size,tosco,ivory,tile,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,33.33333333,34
Appliance Type,maytag,6-month,refrigerator,water,filter,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Method,car,silver,spray,paint,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Method,caliper,brake,paint,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),stainless,steel,simpson,screws,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Braille Lettering,order,sku,1000-045-993,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,animal,deterent,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),49,inch,(null)polian,vanity,top,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Basin Depth (in.),under,the,bathroom,sink,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Arbor included,the,vermont,american,bit,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,low,dust,compound,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),insert,bit,dewalt,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),vermont,vanities,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,flasher,plug,adapter,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,RJ12,cable,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Method,cedar,bahr,502,stain,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,od,8-Mar,coupling,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,chrome,and,black,steel,garment,rack,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,48,retro,stair,tread,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application,compsit,outside,corner,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),used,zero,turn,riding,mowers,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),replacement,trimmer,string,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual Color Temperature (K),globe,halogen,29w,bulb,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Brace type,5',flat,corner,brace,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Bullet01,dishwasher,water,connection,vlave,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Allowable Ampacities,4awg,copper,wire,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Lamp Head,light,fixture,flush,ceiling,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,watterproof,cleated,boots,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),vacancy,sensor,bedroom/,bathroom,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Alarm Sensor Type,sms,door,alarm,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,33.33333333,34
Assembled Depth (in.),wood,screws,16-Jul,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bristle Length (in.),wash,wand,handle,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual Color Temperature (K),glass,panel,31,x,44,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),small,brackets,for,selves,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),cushions,for,wecker,furniture,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Alarm,kidco,door,lever,lock,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual Color Temperature (K),bulb,for,a,ceiling,fan,model,51227,(null),(null),(null),(null),(null),7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,14.28571429,15
Accessories/Parts Included,multi,pak,wet,or,dry,sandpaper,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,16.66666667,17
Bullet01,timber,mounting,plates,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Automatic Shut-off,tankles,water,heater,gas,outdoor,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,mirror,with,crystals,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,energizer,battery,charger,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bath Faucet Type,chrome/polished,brass,2-handle,4-in,centerset,bathroom,fauc,(null),(null),(null),(null),(null),7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,14.28571429,15
Actual Color Temperature (K),outdoor,coach,lights,dusk/dawn,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,sandler,claw,foot,tubs,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adhesion level,high,temp,glue,guns,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,hdx,pneumaitic,paint,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Appliance Series,ge,profile,cupboard,microwave,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Built-in inverter,elrctric,welders,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),white,4shelves,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,circular,stone,planters,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,thin,tile,sealer,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,fencing,wire,5tf,tall,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),off,broadway,color,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Lamp Head,pewter,light,kits,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Angle (Degrees),coil,bosh,(null)ils,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),chainsaw,rplacement,chains,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Lamp Head,8,recessed,lighting,led,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Brand/Model Compatibility,alabaster,47x48,blinds,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Area per roll (sq. ft.),working,station,table,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,both,side,stop,water,valve,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,2g,bone,rocker,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,dreamline,showeruni,door,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Rug Size,ca,7,stone,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),rubbermaid,cleaning,rags,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual Tree Height (ft.),(null)tio(null)l,tree,company,unlit,tree,(null),(null),(null),(null),(null),(null),(null),5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,40,40
Approximate Tile Size,daltile,liner,spa,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Airflow (CFM),clip-on,oscillating,fan,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,brown,plastic,planter,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,goldenrod,pergo,hickory,lami(null)te,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),Bronze,bath,rug,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bulb Type Included,titan,4-light,brushed,nickel,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Rug Size,lime,green,polypropylene,rug,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Approximate Rug Size,kaleen,"rugs,",inc,matira,area,rug,3,x,(null),(null),(null),(null),8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,25,25
Bulb Type,lawrence,outdoor,wall,light,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bath Faucet Type,modular,shower,and,tub,kit,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,small,pvc,dwv,cross,tee,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bowl Below Counter Height (in.),rain,forest,water,fall,fountain,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Arbor Size,cement,hardie,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,burgundy,red,foot,stools,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Tile Size,2-Jan,zip,wall,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,latex,dipped,work,gloves,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Arms,exterior,bench,storage,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Battery Back-Up,security,alarm,dialer,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,screw,cover,vinyl,molding,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bidet/Toilet Seat Type,pink,toliet,seat,elongated,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Builders Hardware Product Type,marvin,window,parts,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,pool,spa,box,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual product thickness (in.),composite,fiscia,board,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),bolt,cutters,taps,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,windows,36,by,54,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,steam,shutoff,valve,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
